,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,first_name,Mr,second_name,Survived
814,815,3,1,30.5,0,0,588,8.05,0,3,795,12,341,0
815,816,1,1,29.88,0,0,19,0.0,23,3,265,12,908,0
816,817,3,0,23.0,0,0,916,7.926,0,3,330,9,1070,0
817,818,2,1,31.0,1,1,841,37.0,0,1,484,12,37,0
818,819,3,1,43.0,0,0,744,6.45,0,3,347,12,606,0
819,820,3,1,10.0,3,2,464,27.9,0,3,739,8,674,0
820,821,1,0,52.0,1,1,86,93.5,51,3,323,13,209,1
821,822,3,1,27.0,0,0,362,8.664,0,3,466,12,825,1
822,823,1,1,38.0,0,0,125,0.0,0,3,660,5,607,0
823,824,3,0,27.0,0,1,669,12.48,151,3,536,13,3,1
824,825,3,1,2.0,4,1,335,39.7,0,3,609,8,1039,0
825,826,3,1,29.88,0,0,616,6.95,0,2,252,12,592,0
826,827,3,1,29.88,0,0,104,56.5,0,3,423,12,697,0
827,828,2,1,1.0,0,2,841,37.0,0,1,484,8,92,1
828,829,3,1,29.88,0,0,610,7.75,0,2,501,12,1016,1
829,830,1,0,62.0,0,0,42,80.0,31,0,767,13,423,1
830,831,3,0,15.0,1,0,253,14.45,0,1,859,13,111,1
831,832,2,1,0.83,1,1,321,18.75,0,3,666,8,425,1
832,833,3,1,29.88,0,0,266,7.23,0,1,694,12,86,0
833,834,3,1,23.0,0,0,473,7.855,0,3,40,12,37,0
834,835,3,1,18.0,0,0,139,8.3,0,3,17,12,854,0
835,836,1,0,39.0,1,1,832,83.2,165,1,163,9,951,1
836,837,3,1,21.0,0,0,361,8.664,0,3,615,12,542,0
837,838,3,1,29.88,0,0,667,8.05,0,3,734,12,790,0
838,839,3,1,32.0,0,0,104,56.5,0,3,145,12,189,1
839,840,1,1,29.88,0,0,79,29.7,89,1,490,12,891,1
840,841,3,1,20.0,0,0,888,7.926,0,3,13,12,527,0
841,842,2,1,16.0,0,0,844,10.5,0,3,546,12,1008,0
842,843,1,0,30.0,0,0,62,31.0,0,1,716,9,137,1
843,844,3,1,34.5,0,0,278,6.438,0,1,438,12,883,0
844,845,3,1,17.0,0,0,354,8.664,0,3,181,12,571,0
845,846,3,1,42.0,0,0,772,7.55,0,3,0,12,106,0
846,847,3,1,29.88,8,2,778,69.56,0,3,700,12,250,0
847,848,3,1,35.0,0,0,496,7.895,0,1,491,12,763,0
848,849,2,1,28.0,0,1,207,33.0,0,3,315,15,592,0
849,850,1,0,29.88,1,0,108,89.1,113,1,288,13,948,1
850,851,3,1,4.0,4,2,459,31.28,0,3,21,8,971,0
851,852,3,1,74.0,0,0,437,7.773,0,3,779,12,575,0
852,853,3,0,9.0,1,1,273,15.24,0,1,90,9,839,0
853,854,1,0,16.0,0,1,809,39.4,128,3,455,9,779,1
854,855,2,0,44.0,1,0,191,26.0,0,3,131,13,338,0
855,856,3,0,18.0,0,1,666,9.35,0,3,9,13,939,1
856,857,1,0,45.0,1,1,626,164.9,0,3,841,13,413,1
857,858,1,1,51.0,0,0,33,26.55,152,3,188,12,880,1
858,859,3,0,24.0,0,3,260,19.27,0,1,44,13,979,1
859,860,3,1,29.88,0,0,237,7.23,0,1,655,12,896,0
860,861,3,1,41.0,2,0,546,14.11,0,3,310,12,220,0
861,862,2,1,21.0,1,0,302,11.5,0,3,281,12,395,0
862,863,1,0,48.0,0,0,112,25.92,122,3,782,13,397,1
863,864,3,0,29.88,8,2,778,69.56,0,3,700,9,248,0
864,865,2,1,24.0,0,0,154,13.0,0,3,283,12,629,0
865,866,2,0,42.0,0,0,161,13.0,0,3,114,13,10,1
866,867,2,0,27.0,1,0,863,13.86,0,1,227,9,131,1
867,868,1,1,31.0,0,0,807,50.5,10,3,676,12,1068,0
868,869,3,1,29.88,0,0,428,9.5,0,3,874,12,884,0
869,870,3,1,4.0,1,1,477,11.13,0,3,382,8,461,1
870,871,3,1,26.0,0,0,531,7.895,0,3,49,12,188,0
871,872,1,0,47.0,1,1,70,52.56,132,3,67,13,916,1
872,873,1,1,33.0,0,0,688,5.0,46,3,128,12,385,0
873,874,3,1,47.0,0,0,419,9.0,0,3,816,12,1045,0
874,875,2,0,28.0,1,0,789,24.0,0,1,3,13,942,1
875,876,3,0,15.0,0,0,261,7.227,0,1,554,9,27,1
876,877,3,1,20.0,0,0,691,9.84,0,3,301,12,70,0
877,878,3,1,19.0,0,0,495,7.895,0,3,638,12,817,0
878,879,3,1,29.88,0,0,500,7.895,0,3,422,12,688,0
879,880,1,0,56.0,0,1,75,83.2,91,1,650,13,1018,1
880,881,2,0,25.0,0,1,147,26.0,0,3,722,13,1077,1
881,882,3,1,33.0,0,0,540,7.895,0,3,492,12,588,0
882,883,3,0,22.0,0,0,697,10.516,0,3,186,9,429,0
883,884,2,1,28.0,0,0,774,10.5,0,3,51,12,396,0
884,885,3,1,25.0,0,0,891,7.05,0,3,777,12,490,0
885,886,3,0,39.0,0,5,659,29.12,0,2,664,13,1078,0
886,887,2,1,27.0,0,0,130,13.0,0,3,535,15,660,0
887,888,1,0,19.0,0,0,18,30.0,41,3,294,9,749,1
888,889,3,0,29.88,1,2,923,23.45,0,3,383,9,186,0
889,890,1,1,26.0,0,0,11,30.0,78,1,69,12,669,1
890,891,3,1,32.0,0,0,642,7.75,0,2,214,12,857,0
