,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,first_name,Mr,second_name
836,837,3,1,21.0,0,0,361,8.6625,0,3,615,12,542
837,838,3,1,29.881137667304014,0,0,667,8.05,0,3,734,12,790
838,839,3,1,32.0,0,0,104,56.4958,0,3,145,12,189
839,840,1,1,29.881137667304014,0,0,79,29.7,89,1,490,12,891
840,841,3,1,20.0,0,0,888,7.925,0,3,13,12,527
841,842,2,1,16.0,0,0,844,10.5,0,3,546,12,1008
842,843,1,0,30.0,0,0,62,31.0,0,1,716,9,137
843,844,3,1,34.5,0,0,278,6.4375,0,1,438,12,883
844,845,3,1,17.0,0,0,354,8.6625,0,3,181,12,571
845,846,3,1,42.0,0,0,772,7.55,0,3,0,12,106
846,847,3,1,29.881137667304014,8,2,778,69.55,0,3,700,12,250
847,848,3,1,35.0,0,0,496,7.8958,0,1,491,12,763
848,849,2,1,28.0,0,1,207,33.0,0,3,315,15,592
849,850,1,0,29.881137667304014,1,0,108,89.1042,113,1,288,13,948
850,851,3,1,4.0,4,2,459,31.275,0,3,21,8,971
851,852,3,1,74.0,0,0,437,7.775,0,3,779,12,575
852,853,3,0,9.0,1,1,273,15.2458,0,1,90,9,839
853,854,1,0,16.0,0,1,809,39.4,128,3,455,9,779
854,855,2,0,44.0,1,0,191,26.0,0,3,131,13,338
855,856,3,0,18.0,0,1,666,9.35,0,3,9,13,939
856,857,1,0,45.0,1,1,626,164.8667,0,3,841,13,413
857,858,1,1,51.0,0,0,33,26.55,152,3,188,12,880
858,859,3,0,24.0,0,3,260,19.2583,0,1,44,13,979
859,860,3,1,29.881137667304014,0,0,237,7.2292,0,1,655,12,896
860,861,3,1,41.0,2,0,546,14.1083,0,3,310,12,220
861,862,2,1,21.0,1,0,302,11.5,0,3,281,12,395
862,863,1,0,48.0,0,0,112,25.9292,122,3,782,13,397
863,864,3,0,29.881137667304014,8,2,778,69.55,0,3,700,9,248
864,865,2,1,24.0,0,0,154,13.0,0,3,283,12,629
865,866,2,0,42.0,0,0,161,13.0,0,3,114,13,10
866,867,2,0,27.0,1,0,863,13.8583,0,1,227,9,131
867,868,1,1,31.0,0,0,807,50.4958,10,3,676,12,1068
868,869,3,1,29.881137667304014,0,0,428,9.5,0,3,874,12,884
869,870,3,1,4.0,1,1,477,11.1333,0,3,382,8,461
870,871,3,1,26.0,0,0,531,7.8958,0,3,49,12,188
871,872,1,0,47.0,1,1,70,52.5542,132,3,67,13,916
872,873,1,1,33.0,0,0,688,5.0,46,3,128,12,385
873,874,3,1,47.0,0,0,419,9.0,0,3,816,12,1045
874,875,2,0,28.0,1,0,789,24.0,0,1,3,13,942
875,876,3,0,15.0,0,0,261,7.225,0,1,554,9,27
876,877,3,1,20.0,0,0,691,9.8458,0,3,301,12,70
877,878,3,1,19.0,0,0,495,7.8958,0,3,638,12,817
878,879,3,1,29.881137667304014,0,0,500,7.8958,0,3,422,12,688
879,880,1,0,56.0,0,1,75,83.1583,91,1,650,13,1018
880,881,2,0,25.0,0,1,147,26.0,0,3,722,13,1077
881,882,3,1,33.0,0,0,540,7.8958,0,3,492,12,588
882,883,3,0,22.0,0,0,697,10.5167,0,3,186,9,429
883,884,2,1,28.0,0,0,774,10.5,0,3,51,12,396
884,885,3,1,25.0,0,0,891,7.05,0,3,777,12,490
885,886,3,0,39.0,0,5,659,29.125,0,2,664,13,1078
886,887,2,1,27.0,0,0,130,13.0,0,3,535,15,660
887,888,1,0,19.0,0,0,18,30.0,41,3,294,9,749
888,889,3,0,29.881137667304014,1,2,923,23.45,0,3,383,9,186
889,890,1,1,26.0,0,0,11,30.0,78,1,69,12,669
890,891,3,1,32.0,0,0,642,7.75,0,2,214,12,857
0,892,3,1,34.5,0,0,376,7.8292,0,2,401,12,544
1,893,3,0,47.0,1,0,582,7.0,0,3,846,13,546
2,894,2,1,62.0,0,0,184,9.6875,0,2,552,12,1011
3,895,3,1,27.0,0,0,366,8.6625,0,3,854,12,37
4,896,3,0,22.0,1,1,338,12.2875,0,3,342,13,49
5,897,3,1,14.0,0,0,692,9.225,0,3,779,12,578
6,898,3,0,30.0,0,0,389,7.6292,0,2,166,9,675
7,899,2,1,26.0,1,1,211,29.0,0,3,118,12,42
8,900,3,0,18.0,0,0,251,7.2292,0,1,5,13,638
9,901,3,1,21.0,2,0,714,24.15,0,3,195,12,625
10,902,3,1,29.881137667304014,0,0,503,7.8958,0,3,363,12,1121
11,903,1,1,46.0,0,0,687,26.0,0,3,384,12,195
12,904,1,0,23.0,1,0,131,82.2667,42,3,749,13,624
13,905,2,1,63.0,1,0,185,26.0,0,3,355,12,148
14,906,1,0,47.0,1,0,926,61.175,155,3,137,13,501
15,907,2,0,24.0,1,0,866,27.7208,0,1,872,13,957
16,908,2,1,35.0,0,0,153,12.35,0,2,398,12,231
17,909,3,1,21.0,0,0,287,7.225,0,1,34,12,430
18,910,3,0,27.0,1,0,911,7.925,0,3,364,9,522
19,911,3,0,45.0,0,0,291,7.225,0,1,35,13,759
20,912,1,1,55.0,1,0,819,59.4,0,1,687,12,775
21,913,3,1,9.0,0,1,741,3.1708,0,3,594,8,128
22,914,1,0,29.881137667304014,0,0,815,31.6833,0,3,250,13,61
23,915,1,1,21.0,0,1,814,61.3792,0,1,850,12,917
24,916,1,0,48.0,1,3,824,262.375,48,1,693,13,126
25,917,3,1,50.0,1,0,735,14.5,0,3,675,12,51
26,918,1,0,22.0,0,1,39,61.9792,35,1,601,9,477
27,919,3,1,22.5,0,0,293,7.225,0,1,184,12,963
28,920,1,1,41.0,0,0,32,30.5,8,3,97,12,595
29,921,3,1,29.881137667304014,2,0,256,21.6792,0,1,706,12,295
30,922,2,1,50.0,1,0,856,26.0,0,3,464,12,192
31,923,2,1,24.0,2,0,759,31.5,0,3,373,12,224
32,924,3,0,33.0,1,2,750,20.575,0,3,199,13,161
33,925,3,0,29.881137667304014,1,2,923,23.45,0,3,383,13,95
34,926,1,1,30.0,1,0,91,57.75,103,1,531,12,888
35,927,3,1,18.5,0,0,277,7.2292,0,1,397,12,1043
36,928,3,0,29.881137667304014,0,0,406,8.05,0,3,685,9,953
37,929,3,0,21.0,0,0,351,8.6625,0,3,115,9,737
38,930,3,1,25.0,0,0,421,9.5,0,3,708,12,657
39,931,3,1,29.881137667304014,0,0,104,56.4958,0,3,327,12,715
40,932,3,1,39.0,0,1,539,13.4167,0,1,395,12,386
41,933,1,1,29.881137667304014,0,0,47,26.55,131,3,260,12,1020
42,934,3,1,41.0,0,0,873,7.85,0,3,290,12,814
43,935,2,0,30.0,0,0,165,13.0,0,3,170,13,1061
44,936,1,0,45.0,1,0,72,52.5542,123,3,408,13,285
45,937,3,1,25.0,0,0,907,7.925,0,3,626,12,827
46,938,1,1,45.0,0,0,811,29.7,20,1,143,12,862
47,939,3,1,29.881137667304014,0,0,640,7.75,0,2,719,12,857
48,940,1,0,60.0,0,0,81,76.2917,121,1,107,13,1112
49,941,3,0,36.0,0,2,769,15.9,0,3,175,13,1079
50,942,1,1,24.0,1,0,98,60.0,84,3,747,12,722
51,943,2,1,27.0,0,0,867,15.0333,0,1,651,12,386
52,944,2,0,20.0,2,1,320,23.0,0,3,343,9,311
53,945,1,0,28.0,3,2,123,263.0,81,3,257,9,354
54,946,2,1,29.881137667304014,0,0,853,15.5792,0,1,487,12,960
55,947,3,1,10.0,4,1,659,29.125,0,2,664,8,37
56,948,3,1,35.0,0,0,513,7.8958,0,3,169,12,145
57,949,3,1,25.0,0,0,480,7.65,179,3,2,12,843
58,950,3,1,29.881137667304014,1,0,665,16.1,0,3,197,12,1012
59,951,1,0,36.0,0,0,824,262.375,50,1,141,9,1049
60,952,3,1,17.0,0,0,515,7.8958,0,3,208,12,806
61,953,2,1,32.0,0,0,164,13.5,0,3,503,12,121
62,954,3,1,18.0,0,0,466,7.75,0,3,82,12,348
63,955,3,0,22.0,0,0,393,7.725,0,2,96,9,169
64,956,1,1,13.0,2,2,824,262.375,48,1,693,8,596
65,957,2,0,29.881137667304014,0,0,784,21.0,0,3,171,13,873
66,958,3,0,18.0,0,0,386,7.8792,0,2,109,9,780
67,959,1,1,47.0,0,0,61,42.4,0,3,537,12,218
68,960,1,1,31.0,0,0,227,28.5375,94,1,805,12,434
69,961,1,0,60.0,1,4,123,263.0,81,3,257,13,772
70,962,3,0,24.0,0,0,660,7.75,0,2,548,9,158
71,963,3,1,21.0,0,0,494,7.8958,0,3,527,12,695
72,964,3,0,29.0,0,0,337,7.925,0,3,570,9,740
73,965,1,1,28.5,0,0,801,27.7208,137,1,603,12,961
74,966,1,0,35.0,0,0,37,211.5,76,1,276,9,81
75,967,1,1,32.5,0,0,37,211.5,77,1,400,12,282
76,968,3,1,29.881137667304014,0,0,578,8.05,0,3,522,12,376
77,969,1,0,55.0,2,0,77,25.7,62,3,173,13,921
78,970,2,1,30.0,0,0,213,13.0,0,3,11,12,194
79,971,3,0,24.0,0,0,623,7.75,0,2,219,9,302
80,972,3,1,6.0,1,1,273,15.2458,0,1,90,8,36
81,973,1,1,67.0,1,0,797,221.7792,96,3,772,12,532
82,974,1,1,49.0,0,0,119,26.0,0,3,133,12,511
83,975,3,1,29.881137667304014,0,0,521,7.8958,0,3,201,12,764
84,976,2,1,29.881137667304014,0,0,183,10.7083,0,2,424,12,618
85,977,3,1,29.881137667304014,1,0,254,14.4542,0,1,405,12,164
86,978,3,0,27.0,0,0,372,7.8792,0,2,56,9,654
87,979,3,0,18.0,0,0,712,8.05,0,3,45,9,325
88,980,3,0,29.881137667304014,0,0,599,7.75,0,2,585,14,168
89,981,2,1,2.0,1,1,318,23.0,0,3,834,8,898
90,982,3,0,22.0,1,0,449,13.9,0,3,228,13,30
91,983,3,1,29.881137667304014,0,0,414,7.775,0,3,623,12,841
92,984,1,0,27.0,1,2,779,52.0,52,3,194,13,1028
93,985,3,1,29.881137667304014,0,0,653,8.05,0,3,299,12,920
94,986,1,1,25.0,0,0,99,26.0,0,1,79,12,542
95,987,3,1,25.0,0,0,548,7.7958,0,3,785,12,443
96,988,1,0,76.0,1,0,118,78.85,88,3,135,13,1038
97,989,3,1,29.0,0,0,897,7.925,0,3,482,12,661
98,990,3,0,20.0,0,0,476,7.8542,0,3,98,9,298
99,991,3,1,33.0,0,0,708,8.05,0,3,556,12,1102
100,992,1,0,43.0,1,0,80,55.4417,69,1,763,13,199
101,993,2,1,27.0,1,0,143,26.0,0,3,833,12,707
102,994,3,1,29.881137667304014,0,0,604,7.75,0,2,253,12,1073
103,995,3,1,26.0,0,0,447,7.775,0,3,381,12,853
104,996,3,0,16.0,1,1,233,8.5167,0,1,788,13,50
105,997,3,1,28.0,0,0,743,22.525,0,3,348,12,584
106,998,3,1,21.0,0,0,378,7.8208,0,2,106,12,231
107,999,3,1,29.881137667304014,0,0,663,7.75,0,2,692,12,267
108,1000,3,1,29.881137667304014,0,0,400,8.7125,0,3,848,12,20
109,1001,2,1,18.5,0,0,210,13.0,175,3,780,12,404
110,1002,2,1,41.0,0,0,172,15.0458,0,1,761,12,949
111,1003,3,0,29.881137667304014,0,0,387,7.7792,0,2,723,9,310
112,1004,1,0,36.0,0,0,799,31.6792,12,1,241,9,258
113,1005,3,0,18.5,0,0,371,7.2833,0,2,106,9,677
114,1006,1,0,63.0,1,0,797,221.7792,96,3,772,13,533
115,1007,3,1,18.0,1,0,275,14.4542,0,1,149,12,241
116,1008,3,1,29.881137667304014,0,0,276,6.4375,0,1,788,12,592
117,1009,3,0,1.0,1,1,839,16.7,185,3,707,9,146
118,1010,1,1,36.0,0,0,88,75.2417,97,1,63,12,1025
119,1011,2,0,29.0,1,0,855,26.0,0,3,139,13,611
120,1012,2,0,12.0,0,0,764,15.75,0,3,830,9,159
121,1013,3,1,29.881137667304014,1,0,609,7.75,0,2,406,12,592
122,1014,1,0,35.0,1,0,91,57.75,82,1,712,13,859
123,1015,3,1,28.0,0,0,668,7.25,0,3,132,12,69
124,1016,3,1,29.881137667304014,0,0,625,7.75,0,2,402,12,592
125,1017,3,0,17.0,0,1,647,16.1,0,3,179,9,692
126,1018,3,1,22.0,0,0,554,7.7958,0,3,102,12,672
127,1019,3,0,29.881137667304014,2,0,608,23.25,0,2,502,9,78
128,1020,2,1,42.0,0,0,129,13.0,0,3,93,12,978
129,1021,3,1,24.0,0,0,404,8.05,0,3,636,12,768
130,1022,3,1,32.0,0,0,917,8.05,0,3,756,12,489
131,1023,1,1,53.0,0,0,48,28.5,92,1,293,1,115
132,1024,3,0,29.881137667304014,0,4,671,25.4667,0,3,434,13,377
133,1025,3,1,29.881137667304014,1,0,229,6.4375,0,1,788,12,210
134,1026,3,1,43.0,0,0,509,7.8958,0,3,210,12,1041
135,1027,3,1,24.0,0,0,569,7.8542,0,3,128,12,179
136,1028,3,1,26.5,0,0,250,7.225,0,1,866,12,743
137,1029,2,1,26.0,0,0,202,13.0,0,3,713,12,132
138,1030,3,0,23.0,0,0,893,8.05,0,3,220,9,568
139,1031,3,1,40.0,1,6,775,46.9,0,3,292,12,201
140,1032,3,0,10.0,5,2,775,46.9,0,3,292,9,572
141,1033,1,0,33.0,0,0,49,151.55,0,3,191,9,952
142,1034,1,1,61.0,1,3,824,262.375,48,1,693,12,125
143,1035,2,1,28.0,0,0,196,26.0,0,3,64,12,488
144,1036,1,1,42.0,0,0,114,26.55,0,3,450,12,333
145,1037,3,1,31.0,3,0,417,18.0,0,3,817,12,657
146,1038,1,1,29.881137667304014,0,0,109,51.8625,164,3,338,12,502
147,1039,3,1,22.0,0,0,854,8.05,0,3,195,12,360
148,1040,1,1,29.881137667304014,0,0,57,26.55,0,3,177,12,595
149,1041,2,1,30.0,1,1,223,26.0,0,3,420,15,1073
150,1042,1,0,23.0,0,1,75,83.1583,95,1,229,13,166
151,1043,3,1,29.881137667304014,0,0,538,7.8958,0,1,495,12,823
152,1044,3,1,60.5,0,0,631,0.0,0,3,768,12,1004
153,1045,3,0,36.0,0,2,565,12.1833,0,3,413,13,9
154,1046,3,1,13.0,4,2,454,31.3875,0,3,33,8,367
155,1047,3,1,24.0,0,0,846,7.55,0,3,226,12,635
156,1048,1,0,29.0,0,0,797,221.7792,116,3,77,9,308
157,1049,3,0,23.0,0,0,474,7.8542,0,3,468,9,845
158,1050,1,1,42.0,0,0,4,26.55,126,3,87,12,616
159,1051,3,0,26.0,0,2,883,13.775,0,3,620,13,149
160,1052,3,0,29.881137667304014,0,0,396,7.7333,0,2,748,9,654
161,1053,3,1,7.0,1,1,244,15.2458,0,1,801,8,427
162,1054,2,0,26.0,0,0,137,13.5,0,3,858,9,765
163,1055,3,1,29.881137667304014,0,0,410,7.0,0,3,621,12,335
164,1056,2,1,41.0,0,0,166,13.0,0,3,633,15,645
165,1057,3,0,26.0,1,1,365,22.025,0,3,410,13,109
166,1058,1,1,48.0,0,0,808,50.4958,21,1,99,12,317
167,1059,3,1,18.0,2,2,924,34.375,0,3,255,12,281
168,1060,1,0,29.881137667304014,0,0,117,27.7208,0,1,134,13,482
169,1061,3,0,22.0,0,0,696,8.9625,0,3,331,9,504
170,1062,3,1,29.881137667304014,0,0,843,7.55,0,3,458,12,972
171,1063,3,1,27.0,0,0,264,7.225,0,1,866,12,849
172,1064,3,1,23.0,1,0,449,13.9,0,3,228,12,29
173,1065,3,1,29.881137667304014,0,0,268,7.2292,0,1,798,12,129
174,1066,3,1,40.0,1,5,454,31.3875,0,3,33,12,178
175,1067,2,0,15.0,0,2,325,39.0,0,3,104,9,259
176,1068,2,0,20.0,0,0,763,36.75,0,3,731,9,789
177,1069,1,1,54.0,1,0,80,55.4417,69,1,763,12,198
178,1070,2,0,36.0,0,3,146,39.0,184,3,66,13,79
179,1071,1,0,64.0,0,2,832,83.1583,163,1,163,13,56
180,1072,2,1,30.0,0,0,151,13.0,0,3,504,12,552
181,1073,1,1,37.0,1,1,832,83.1583,167,1,163,12,57
182,1074,1,0,18.0,1,0,45,53.1,129,3,493,13,235
183,1075,3,1,29.881137667304014,0,0,700,7.75,0,2,426,12,857
184,1076,1,0,27.0,1,1,800,247.5208,49,1,216,13,394
185,1077,2,1,40.0,0,0,177,16.0,0,3,497,12,378
186,1078,2,0,21.0,0,1,842,21.0,0,3,642,9,76
187,1079,3,1,17.0,2,0,715,8.05,0,3,195,12,635
188,1080,3,0,29.881137667304014,8,2,778,69.55,0,3,700,9,26
189,1081,2,1,40.0,0,0,306,13.0,0,3,819,12,544
190,1082,2,1,34.0,1,0,142,26.0,0,3,26,12,1080
191,1083,1,1,29.881137667304014,0,0,7,26.0,0,3,704,12,24
192,1084,3,1,11.5,1,1,736,14.5,0,3,873,8,1063
193,1085,2,1,61.0,0,0,159,12.35,0,2,457,12,592
194,1086,2,1,8.0,0,2,305,32.5,0,3,222,8,773
195,1087,3,1,33.0,0,0,470,7.8542,0,3,393,12,659
196,1088,1,1,6.0,0,2,105,134.5,157,1,754,8,922
197,1089,3,0,18.0,0,0,443,7.775,0,3,572,9,156
198,1090,2,1,23.0,0,0,760,10.5,0,3,48,12,211
199,1091,3,0,29.881137667304014,0,0,682,8.1125,0,3,654,13,11
200,1092,3,0,29.881137667304014,0,0,606,15.5,0,2,550,9,835
201,1093,3,1,0.33,0,2,457,14.4,0,3,189,8,435
202,1094,1,1,47.0,1,0,833,227.525,98,1,37,1,614
203,1095,2,0,8.0,1,1,239,26.0,0,3,652,9,1118
204,1096,2,1,25.0,0,0,765,10.5,0,3,23,12,384
205,1097,1,1,29.881137667304014,0,0,780,25.7417,0,1,597,12,64
206,1098,3,0,35.0,0,0,703,7.75,0,2,509,9,677
207,1099,2,1,24.0,0,0,300,10.5,0,3,160,12,965
208,1100,1,0,33.0,0,0,829,27.7208,2,1,682,9,260
209,1101,3,1,25.0,0,0,533,7.8958,0,3,200,12,900
210,1102,3,1,32.0,0,0,743,22.525,0,3,18,12,45
211,1103,3,1,29.881137667304014,0,0,877,7.05,0,3,248,12,726
212,1104,2,1,17.0,0,0,847,73.5,0,3,198,12,875
213,1105,2,0,60.0,1,0,185,26.0,0,3,355,13,150
214,1106,3,0,38.0,4,2,467,7.775,0,3,21,9,521
215,1107,1,1,42.0,0,0,27,42.5,24,3,324,12,217
216,1108,3,0,29.881137667304014,0,0,380,7.8792,0,2,479,9,169
217,1109,1,1,57.0,1,1,626,164.8667,0,3,841,12,412
218,1110,1,0,50.0,1,1,37,211.5,104,1,843,13,415
219,1111,3,1,29.881137667304014,0,0,367,8.05,0,3,789,12,53
220,1112,2,0,30.0,1,0,862,13.8583,0,1,227,9,370
221,1113,3,1,21.0,0,0,405,8.05,0,3,662,12,460
222,1114,2,0,22.0,0,0,922,10.5,182,3,168,13,19
223,1115,3,1,21.0,0,0,560,7.7958,0,3,393,12,290
224,1116,1,0,53.0,0,0,822,27.4458,0,1,123,13,269
225,1117,3,0,29.881137667304014,0,2,255,15.2458,0,1,543,13,407
226,1118,3,1,23.0,0,0,561,7.7958,0,3,33,12,579
227,1119,3,0,29.881137667304014,0,0,634,7.75,0,2,513,9,168
228,1120,3,1,40.5,0,0,773,15.1,0,3,242,12,1015
229,1121,2,1,36.0,0,0,188,13.0,0,3,343,12,946
230,1122,2,1,14.0,0,0,138,65.0,0,3,781,12,418
231,1123,1,0,21.0,0,0,60,26.55,0,3,847,9,225
232,1124,3,1,21.0,1,0,329,6.4958,0,3,844,12,671
233,1125,3,1,29.881137667304014,0,0,388,7.8792,0,2,454,12,798
234,1126,1,1,39.0,1,0,816,71.2833,107,1,182,12,600
235,1127,3,1,20.0,0,0,571,7.8542,0,3,820,12,847
236,1128,1,1,64.0,1,0,6,75.25,134,1,828,12,382
237,1129,3,1,20.0,0,0,274,7.225,0,1,42,12,894
238,1130,2,0,18.0,1,1,222,13.0,0,3,339,9,774
239,1131,1,0,48.0,1,0,837,106.425,108,1,216,13,1060
240,1132,1,0,55.0,0,0,22,27.7208,0,1,453,13,175
241,1133,2,0,45.0,0,2,175,30.0,0,3,148,13,1
242,1134,1,1,45.0,1,1,105,134.5,157,1,754,12,388
243,1135,3,1,29.881137667304014,0,0,435,7.8875,0,3,359,12,21
244,1136,3,1,29.881137667304014,1,2,923,23.45,0,3,383,8,1086
245,1137,1,1,41.0,1,0,110,51.8625,125,3,404,12,400
246,1138,2,0,22.0,0,0,784,21.0,0,3,394,13,536
247,1139,2,1,42.0,1,1,305,32.5,0,3,222,12,554
248,1140,2,0,29.0,1,0,265,26.0,0,3,346,13,989
249,1141,3,0,29.881137667304014,1,0,254,14.4542,0,1,405,13,165
250,1142,2,0,0.92,1,2,768,27.75,0,3,836,9,144
251,1143,3,1,20.0,0,0,887,7.925,0,3,4,12,23
252,1144,1,1,27.0,1,0,94,136.7792,110,1,150,12,1064
253,1145,3,1,24.0,0,0,689,9.325,0,3,702,12,671
254,1146,3,1,32.5,0,0,427,9.5,0,3,835,12,716
255,1147,3,1,29.881137667304014,0,0,770,7.55,0,3,472,12,426
256,1148,3,1,29.881137667304014,0,0,740,7.75,0,2,479,12,592
257,1149,3,1,28.0,0,0,586,8.05,0,3,571,12,940
258,1150,2,0,19.0,0,0,309,13.0,0,3,71,9,712
259,1151,3,1,21.0,0,0,415,7.775,0,3,521,12,664
260,1152,3,1,36.5,1,0,416,17.4,0,3,869,12,441
261,1153,3,1,21.0,0,0,570,7.8542,0,3,572,12,134
262,1154,2,0,29.0,0,2,318,23.0,0,3,834,13,123
263,1155,3,0,1.0,1,1,565,12.1833,0,3,413,9,432
264,1156,2,1,30.0,0,0,767,12.7375,0,1,648,12,322
265,1157,3,1,29.881137667304014,0,0,518,7.8958,0,3,471,12,982
266,1158,1,1,29.881137667304014,0,0,16,0.0,0,3,146,12,929
267,1159,3,1,29.881137667304014,0,0,771,7.55,0,3,828,12,214
268,1160,3,0,29.881137667304014,0,0,705,8.05,0,3,355,9,796
269,1161,3,1,17.0,0,0,359,8.6625,0,3,646,12,783
270,1162,1,1,46.0,0,0,88,75.2417,97,1,499,12,1011
271,1163,3,1,29.881137667304014,0,0,619,7.75,0,2,258,12,857
272,1164,1,0,26.0,1,0,94,136.7792,110,1,150,13,1065
273,1165,3,0,29.881137667304014,1,0,637,15.5,0,2,440,9,777
274,1166,3,1,29.881137667304014,0,0,271,7.225,0,1,695,12,564
275,1167,2,0,20.0,1,0,162,26.0,0,3,105,9,229
276,1168,2,1,28.0,0,0,851,10.5,0,3,610,12,223
277,1169,2,1,40.0,1,0,324,26.0,0,3,246,12,464
278,1170,2,1,30.0,1,0,776,21.0,0,3,827,12,616
279,1171,2,1,22.0,0,0,920,10.5,0,3,604,12,874
280,1172,3,0,23.0,0,0,349,8.6625,0,3,598,9,567
281,1173,3,1,0.75,1,1,883,13.775,0,3,620,8,63
282,1174,3,0,29.881137667304014,0,0,601,7.75,0,2,251,9,509
283,1175,3,0,9.0,1,1,244,15.2458,0,1,801,9,758
284,1176,3,0,2.0,1,1,632,20.2125,0,3,681,9,938
285,1177,3,1,36.0,0,0,724,7.25,0,3,204,12,1073
286,1178,3,1,29.881137667304014,0,0,882,7.25,0,3,260,12,191
287,1179,1,1,24.0,1,0,131,82.2667,42,3,749,12,623
288,1180,3,1,29.881137667304014,0,0,249,7.2292,176,1,489,12,954
289,1181,3,1,29.881137667304014,0,0,719,8.05,0,3,255,12,118
290,1182,1,1,29.881137667304014,0,0,823,39.6,0,3,663,12,410
291,1183,3,0,30.0,0,0,657,6.95,0,2,188,9,751
292,1184,3,1,29.881137667304014,0,0,246,7.2292,0,1,558,12,811
293,1185,1,1,53.0,1,1,398,81.8583,15,3,211,4,1066
294,1186,3,1,36.0,0,0,424,9.5,0,3,856,12,172
295,1187,3,1,26.0,0,0,485,7.8958,0,3,25,12,805
296,1188,2,0,1.0,1,2,868,41.5792,0,1,428,9,721
297,1189,3,1,29.881137667304014,2,0,256,21.6792,0,1,706,12,450
298,1190,1,1,30.0,0,0,64,45.5,0,3,463,12,642
299,1191,3,1,29.0,0,0,472,7.8542,0,3,380,12,828
300,1192,3,1,32.0,0,0,456,7.775,0,3,595,12,851
301,1193,2,1,29.881137667304014,0,0,173,15.0458,118,1,483,12,834
302,1194,2,1,43.0,0,1,842,21.0,0,3,642,12,352
303,1195,3,1,24.0,0,0,356,8.6625,0,3,646,12,1034
304,1196,3,0,29.881137667304014,0,0,662,7.75,0,2,500,9,187
305,1197,1,0,64.0,1,1,25,26.55,30,3,180,13,275
306,1198,1,1,30.0,1,2,49,151.55,80,3,16,12,514
307,1199,3,1,0.83,0,1,666,9.35,0,3,9,8,886
308,1200,1,1,55.0,1,1,86,93.5,51,3,323,12,208
309,1201,3,0,45.0,1,0,546,14.1083,0,3,310,13,221
310,1202,3,1,18.0,0,0,355,8.6625,0,3,115,12,566
311,1203,3,1,22.0,0,0,252,7.225,0,1,818,12,237
312,1204,3,1,29.881137667304014,0,0,788,7.575,0,3,698,12,464
313,1205,3,0,37.0,0,0,617,7.75,0,2,129,9,565
314,1206,1,0,55.0,0,0,836,135.6333,85,1,840,13,626
315,1207,3,0,17.0,0,0,739,7.7333,0,2,303,9,675
316,1208,1,1,57.0,1,0,802,146.5208,55,1,755,12,1087
317,1209,2,1,19.0,0,0,299,10.5,0,3,677,12,904
318,1210,3,1,27.0,0,0,568,7.8542,0,3,386,12,831
319,1211,2,1,22.0,2,0,759,31.5,0,3,373,12,342
320,1212,3,1,26.0,0,0,452,7.775,0,3,21,12,585
321,1213,3,1,25.0,0,0,248,7.2292,177,1,416,12,819
322,1214,2,1,26.0,0,0,200,13.0,181,3,564,12,534
323,1215,1,1,33.0,0,0,56,26.55,0,3,689,12,66
324,1216,1,0,39.0,0,0,187,211.3375,0,3,417,9,320
325,1217,3,1,23.0,0,0,878,7.05,0,3,36,12,72
326,1218,2,0,12.0,2,1,146,39.0,184,3,66,9,934
327,1219,1,1,46.0,0,0,806,79.2,0,1,683,12,406
328,1220,2,1,29.0,1,0,128,26.0,0,3,151,12,213
329,1221,2,1,21.0,0,0,163,13.0,0,3,238,12,530
330,1222,2,0,48.0,0,2,763,36.75,0,3,195,13,620
331,1223,1,1,39.0,0,0,804,29.7,5,1,225,12,1093
332,1224,3,1,29.881137667304014,0,0,279,7.225,0,1,788,12,999
333,1225,3,0,19.0,1,1,247,15.7417,0,1,555,13,936
334,1226,3,1,27.0,0,0,512,7.8958,0,3,169,12,535
335,1227,1,1,30.0,0,0,3,26.0,66,3,478,12,605
336,1228,2,1,32.0,0,0,197,13.0,0,3,868,12,630
337,1229,3,1,39.0,0,2,270,7.2292,0,1,234,12,635
338,1230,2,1,25.0,0,0,759,31.5,0,3,202,12,499
339,1231,3,1,29.881137667304014,0,0,230,7.2292,0,1,74,8,959
340,1232,2,1,18.0,0,0,747,10.5,0,3,247,12,641
341,1233,3,1,32.0,0,0,563,7.5792,0,3,469,12,1029
342,1234,3,1,29.881137667304014,1,9,778,69.55,0,3,700,12,607
343,1235,1,0,58.0,0,1,831,512.3292,46,1,127,13,556
344,1236,3,1,29.881137667304014,1,1,736,14.5,0,3,873,8,557
345,1237,3,0,16.0,0,0,483,7.65,0,3,2,9,663
346,1238,2,1,26.0,0,0,170,13.0,0,3,89,12,1104
347,1239,3,0,38.0,0,0,283,7.2292,0,1,837,13,422
348,1240,2,1,24.0,0,0,206,13.5,0,3,281,12,897
349,1241,2,0,31.0,0,0,781,21.0,0,3,824,9,818
350,1242,1,0,45.0,0,1,835,63.3583,119,1,297,13,699
351,1243,2,1,25.0,0,0,785,10.5,0,3,766,12,887
352,1244,2,1,18.0,0,0,847,73.5,0,3,206,12,1073
353,1245,2,1,49.0,1,2,138,65.0,0,3,335,12,940
354,1246,3,0,0.17,1,2,750,20.575,0,3,199,9,304
355,1247,1,1,50.0,0,0,29,26.0,169,3,387,12,486
